 Project Type,Category,Sub Category,Model,Serial No.,UDISE Code
KYAN,IT hardware,K-Yan,School Net,KPIVQ4W2318727,18080221604
KYAN,IT hardware,K-Yan,School Net,KPIVQ4W2318603,18080221103
KYAN,IT hardware,K-Yan,School Net,KPIVQ4WC2318928,18080206204
KYAN,IT hardware,K-Yan,School Net,KPIVQ4W2318815,18080206305
KYAN,IT hardware,K-Yan,School Net,KPIVQ4W2318714,18080113901
KYAN,IT hardware,K-Yan,School Net,KPIVQ4WC2319315,18130243902
KYAN,IT hardware,K-Yan,School Net,KPIVQ4W2318597,18130251502
KYAN,IT hardware,K-Yan,School Net,KPIVQ4W2318705,18130253502
KYAN,IT hardware,K-Yan,School Net,KPIVQ4W2318740,18130288503
KYAN,IT hardware,K-Yan,School Net,KPIVQ4W2318554,18130237002
KYAN,IT hardware,K-Yan,School Net,KPIVQ4WC2318962,18130246001
KYAN,IT hardware,K-Yan,School Net,KPIVQ4WC2318926,18020203102
